8433400001;навесное оборудование от тракторов для сельскохозяйственных работ  бывшие в эксплуатации пресс-подборщики предназначены для подбора сена и его прессования
8432295000;навесное оборудование для сельскохозяйственных тракторов бывшие в употреблении  фрезы для обработки почвы 
8708709909;зап  Части для тракторов  бывшие в употреблении передние колеса ходовые железные укомплектованы шинами пригодны для использования по прямому назначению
8430690008;траншеекопатели цепные не самоходные управляемые рядом идущим водителем  бывшие в употреблении предназначыены для рытья траншей
8477200000;оборудование для переработки полимерных материалов машина экструзионная для изготовления полиэтиленовой пленки
5603939000;нетканное необработанное полотно компоозиционный нетканый водонепроницаемый материал полученное термомеханическим способом из волокнистого холста дублированного с изнаночной стороны разреженной тканью
8407343009;двигатель автомобильный бывший в употреблении бензиновый с объёмом более 1000см3
8407338000;двигатель автомобильный бывший в употреблении бензиновый с объёмом от 500см3 до 1000см3
8708999709;передняя часть автомобиля бывшая в употреблении ford escepe двс-lfactmwnx92001520  полученная путем среза передних стоек и пола   присутствуют двс  элементы передней подвески  передняя панель  рулевое колесо рулевое управление  элементы
8708509909;запасные части автомобильные  бывшие в употреблении  части мостов  привод
8708949909;запасные части автомобильные  бывшие в употреблении  рулевая рейка
9401200009;запасные части автомобильные  бывшие в употреблении  сидение  используемое в моторных транспортных средствах
8708939009;запасные части для автомобилей  бывшие в употреблении  корзина сцепления с диском
8708509909;запасные части автомобильные  бывшие в употреблении  части мостов  привод передний
8708929909;запасные части для автомобиля бывшие в употреблении  части глушителей прочие  гофра глушителя
8708999709;запасные части автомобильные  бывшие в употреблении  бачок стеклоомывателя
8708509909;запасные части автомобильные  бывшие в употреблении  части мостов  привод задний
8708805509;запасные части для автомобилей  бывшие в употреблении  стабилизатор подвески
8708709909;запасные части автомобильные  бывшие в употреблении  ступица
8511500008;запасные части для автомобиля бывшие в употреблении  электрооборудование для зажигания и пуска двс  генератор
8708509909;запасные части автомобильные  бывшие в употреблении  части мостов  кардан
8511400008;запасные части автомобильные  бывшие в употреблении  электрооборудование для пуска двс  стартер
8501109900;запасные части автомобильные  бывшие в употреблении  двигатели постоянного тока с потребляемой мощностью 24вт  номинальным напряжением 12в  мотор печки
8414801100;запасные части для автомобиля бывшие в употреблении  турбина  избыточное рабочее давление 1бар
8708509909;запасные части автомобильные  бывшие в употреблении  части мостов  кардан
8413302008;запасные части автомобильные  бывшие в употреблении  насос топливный  область применения насоса  топливные для двс  наличие расходомера  нет  тип насоса  шестеренчатый  принцип работы  принцип центробежной силы
